satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,disloyal Customer,36,Business travel,Eco,1823,0,3,1,3,3,3,2,4,5,3,3,3,61,58.0
dissatisfied,Loyal Customer,43,Business travel,Eco Plus,2194,2,2,2,2,2,3,1,4,4,2,4,2,187,185.0
dissatisfied,Loyal Customer,34,Personal Travel,Eco Plus,1675,5,3,2,4,4,4,5,3,5,4,4,4,104,101.0
satisfied,Loyal Customer,52,Personal Travel,Eco,254,2,2,2,4,4,4,3,2,4,4,5,4,1,6.0
dissatisfied,Loyal Customer,66,Personal Travel,Eco,2822,2,1,3,1,1,1,1,4,4,4,4,1,0,0.0
dissatisfied,Loyal Customer,9,Personal Travel,Eco,1872,2,5,2,2,2,2,4,3,3,1,2,2,0,0.0
dissatisfied,Loyal Customer,61,Business travel,Eco,1660,2,2,2,4,3,4,4,4,4,2,4,1,0,19.0
dissatisfied,Loyal Customer,62,Personal Travel,Business,1195,4,2,3,3,5,4,4,2,4,4,4,3,3,0.0
satisfied,Loyal Customer,50,Business travel,Business,1605,5,4,5,2,5,4,4,4,4,3,4,5,1,0.0
satisfied,Loyal Customer,44,Personal Travel,Eco Plus,432,2,2,2,3,4,5,5,4,5,3,5,4,36,26.0
dissatisfied,Loyal Customer,51,Business travel,Eco,2613,0,0,4,1,1,1,1,4,3,4,4,1,9,23.0
dissatisfied,Loyal Customer,51,Personal Travel,Eco,2749,4,3,2,2,2,2,3,5,5,3,5,2,8,1.0
dissatisfied,disloyal Customer,46,Business travel,Business,2791,1,1,4,3,5,3,5,5,5,3,4,3,1,0.0
satisfied,Loyal Customer,7,Personal Travel,Eco,1773,5,5,5,3,4,3,3,3,3,5,3,4,0,0.0
satisfied,disloyal Customer,40,Business travel,Business,1844,4,4,2,1,1,1,4,2,4,4,4,1,1,0.0
satisfied,Loyal Customer,55,Business travel,Business,216,2,5,2,4,5,5,5,5,4,3,5,4,87,72.0
satisfied,Loyal Customer,39,Business travel,Business,85,3,3,3,5,5,4,4,4,4,4,4,4,0,0.0
dissatisfied,disloyal Customer,22,Business travel,Eco,1795,3,3,2,3,3,3,5,5,5,3,5,3,0,0.0
dissatisfied,disloyal Customer,39,Business travel,Business,1494,1,1,4,2,2,2,2,2,3,4,4,2,8,21.0
dissatisfied,disloyal Customer,43,Business travel,Business,1695,4,4,4,4,4,4,5,3,5,5,4,4,11,0.0
satisfied,Loyal Customer,41,Personal Travel,Eco Plus,1401,5,4,5,4,4,4,5,5,4,4,4,4,0,0.0
dissatisfied,Loyal Customer,24,Business travel,Business,2314,5,5,5,2,2,2,1,4,4,4,4,2,0,0.0
satisfied,Loyal Customer,8,Personal Travel,Eco,1870,5,4,3,1,1,1,3,2,5,3,4,1,55,50.0
satisfied,disloyal Customer,26,Business travel,Business,2264,4,4,5,3,3,3,4,4,4,4,4,3,102,101.0
dissatisfied,Loyal Customer,23,Business travel,Business,3385,4,4,4,2,2,2,2,4,4,2,3,2,0,0.0
satisfied,Loyal Customer,59,Business travel,Business,3038,5,5,5,5,4,4,4,4,3,3,4,4,0,0.0
dissatisfied,Loyal Customer,38,Business travel,Business,1785,3,3,3,3,3,5,5,4,5,1,5,3,6,30.0
dissatisfied,disloyal Customer,21,Business travel,Eco,4518,1,1,4,1,5,3,2,5,4,5,4,5,10,0.0
dissatisfied,Loyal Customer,48,Personal Travel,Business,1103,5,3,5,4,4,4,4,3,5,5,4,5,0,0.0
dissatisfied,Loyal Customer,35,Personal Travel,Eco,1174,5,2,5,2,2,2,3,2,4,4,5,2,0,0.0
satisfied,Loyal Customer,63,Business travel,Business,2434,2,2,2,2,3,4,4,4,4,4,4,3,0,0.0
dissatisfied,disloyal Customer,42,Business travel,Business,2478,2,2,5,5,3,5,4,2,4,4,4,5,5,0.0
satisfied,Loyal Customer,44,Business travel,Business,572,1,1,1,4,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,37,Business travel,Business,1515,2,2,2,3,4,2,2,2,2,3,2,5,6,0.0
satisfied,Loyal Customer,48,Business travel,Eco,277,1,1,1,2,2,3,3,5,3,2,3,4,0,0.0
satisfied,Loyal Customer,32,Business travel,Business,4145,5,2,5,4,4,4,5,5,5,4,4,4,6,13.0
dissatisfied,Loyal Customer,56,Personal Travel,Eco,3395,1,3,2,3,3,3,1,5,2,3,2,3,0,2.0
satisfied,Loyal Customer,59,Business travel,Eco,1366,1,5,1,5,5,5,4,3,2,5,3,5,0,0.0
satisfied,Loyal Customer,80,Business travel,Eco Plus,1998,1,1,1,3,3,3,5,2,2,2,2,3,0,0.0
satisfied,Loyal Customer,9,Personal Travel,Eco Plus,1313,5,5,5,3,4,5,5,5,5,3,5,4,20,28.0
satisfied,Loyal Customer,49,Business travel,Business,609,2,2,2,2,4,4,4,4,4,4,4,4,0,0.0
satisfied,Loyal Customer,58,Personal Travel,Business,333,1,1,1,2,2,2,3,5,5,3,4,2,13,20.0
dissatisfied,Loyal Customer,23,Personal Travel,Eco,2475,5,2,3,3,3,3,1,2,4,5,4,3,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,3515,3,3,3,4,5,5,5,5,5,5,5,5,7,0.0
dissatisfied,disloyal Customer,34,Business travel,Eco,1862,1,2,3,5,2,5,1,1,3,4,3,5,83,94.0
satisfied,Loyal Customer,39,Business travel,Business,3332,3,2,2,2,5,4,4,4,3,1,4,4,0,0.0
dissatisfied,Loyal Customer,27,Business travel,Business,1871,4,4,4,3,3,3,3,5,2,1,3,3,2,0.0
satisfied,Loyal Customer,48,Personal Travel,Eco,760,5,4,3,4,5,1,1,4,1,5,1,5,0,0.0
satisfied,Loyal Customer,66,Business travel,Business,306,3,3,3,1,5,4,4,4,4,5,4,4,0,0.0
dissatisfied,Loyal Customer,70,Personal Travel,Eco,1702,5,4,4,4,4,4,3,4,5,5,5,4,51,63.0
satisfied,Loyal Customer,35,Business travel,Business,1114,5,5,5,4,5,5,5,5,5,5,5,5,65,59.0
satisfied,Loyal Customer,57,Business travel,Business,586,5,1,5,4,5,5,5,5,5,5,5,5,0,0.0
dissatisfied,disloyal Customer,24,Business travel,Eco Plus,1149,5,3,2,3,3,3,5,2,5,2,5,3,0,0.0
dissatisfied,Loyal Customer,33,Business travel,Business,2840,1,1,1,1,1,1,4,2,3,3,4,1,0,11.0
satisfied,Loyal Customer,30,Business travel,Business,3489,1,1,1,4,4,4,3,2,5,5,5,4,0,0.0
dissatisfied,disloyal Customer,41,Business travel,Business,2013,2,2,3,2,4,2,2,2,3,3,4,2,18,7.0
dissatisfied,Loyal Customer,61,Personal Travel,Eco,2059,5,3,2,5,5,5,3,3,5,4,4,5,48,46.0
satisfied,disloyal Customer,23,Business travel,Eco,1537,1,5,3,4,5,4,5,3,5,3,4,4,2,0.0
satisfied,disloyal Customer,21,Business travel,Eco,1720,0,4,3,5,5,5,4,2,5,3,4,5,0,0.0
dissatisfied,disloyal Customer,35,Business travel,Business,2722,4,4,4,5,5,5,3,5,3,2,3,5,10,16.0
dissatisfied,Loyal Customer,45,Personal Travel,Eco,2044,1,3,3,3,4,3,2,3,3,1,4,3,0,0.0
satisfied,Loyal Customer,63,Personal Travel,Eco Plus,1966,5,4,3,5,5,5,3,5,5,3,4,5,0,0.0
dissatisfied,Loyal Customer,55,Personal Travel,Eco,727,5,3,5,4,4,5,5,3,5,4,5,5,21,37.0
dissatisfied,disloyal Customer,30,Business travel,Eco,1414,2,2,1,2,2,2,2,1,2,4,3,2,0,0.0
dissatisfied,Loyal Customer,41,Business travel,Business,289,1,1,1,5,2,2,2,2,2,4,2,2,30,13.0
dissatisfied,Loyal Customer,33,Personal Travel,Eco,1872,3,1,2,5,5,5,2,5,3,2,2,5,16,13.0
satisfied,Loyal Customer,31,Personal Travel,Eco,1653,2,2,2,2,5,4,4,4,4,3,4,3,0,0.0
satisfied,Loyal Customer,20,Personal Travel,Eco Plus,1443,3,3,3,4,4,4,5,4,4,4,4,4,0,0.0
dissatisfied,Loyal Customer,29,Business travel,Business,3537,1,1,1,5,5,5,4,2,3,4,3,5,22,17.0
dissatisfied,Loyal Customer,38,Personal Travel,Business,1164,5,2,2,4,5,3,3,2,3,4,3,5,0,0.0
dissatisfied,disloyal Customer,27,Business travel,Eco,2796,3,3,3,3,3,1,2,4,4,3,1,3,209,191.0
satisfied,Loyal Customer,21,Personal Travel,Eco,2604,5,2,2,3,4,4,4,4,4,5,4,4,0,0.0
dissatisfied,Loyal Customer,28,Personal Travel,Eco,1566,5,3,5,2,2,2,3,5,4,1,5,2,0,0.0
dissatisfied,Loyal Customer,40,Business travel,Eco,1155,4,4,4,4,4,4,1,3,4,4,4,4,0,7.0
satisfied,disloyal Customer,25,Business travel,Eco,2725,4,4,3,5,3,5,2,4,4,3,1,5,0,0.0
dissatisfied,Loyal Customer,34,Business travel,Business,439,5,5,5,1,3,2,2,2,2,3,2,2,72,67.0
dissatisfied,Loyal Customer,20,Personal Travel,Business,2960,3,3,3,2,2,2,1,3,4,2,4,2,12,2.0
satisfied,Loyal Customer,54,Business travel,Business,3316,4,4,4,3,5,4,4,4,4,5,4,4,0,0.0
dissatisfied,Loyal Customer,65,Personal Travel,Eco,2008,4,4,3,2,2,2,4,4,4,4,4,2,0,0.0
satisfied,Loyal Customer,23,Personal Travel,Eco,976,2,0,4,2,2,2,4,5,4,4,4,2,0,11.0
satisfied,Loyal Customer,25,Personal Travel,Eco,3508,2,2,2,2,4,5,5,5,5,5,5,5,6,10.0
satisfied,Loyal Customer,29,Personal Travel,Eco,1951,5,4,2,1,5,1,3,3,4,3,4,1,2,4.0
satisfied,Loyal Customer,31,Business travel,Business,3846,3,3,3,5,5,5,5,2,5,3,5,5,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,2160,2,2,2,3,4,4,4,4,4,3,4,3,15,17.0
satisfied,disloyal Customer,26,Business travel,Business,2476,4,4,1,1,1,1,5,3,3,4,5,1,3,10.0
satisfied,Loyal Customer,32,Personal Travel,Eco,2053,1,3,1,2,5,4,4,4,4,3,4,5,0,0.0
dissatisfied,Loyal Customer,61,Business travel,Business,433,3,3,3,4,3,2,2,2,2,1,2,4,7,0.0
dissatisfied,Loyal Customer,38,Personal Travel,Business,774,4,4,4,3,5,1,1,4,1,5,1,3,15,82.0
dissatisfied,Loyal Customer,42,Business travel,Business,1571,4,4,4,2,4,2,2,2,2,3,2,2,19,6.0
satisfied,disloyal Customer,23,Business travel,Eco Plus,2382,0,4,4,2,4,2,2,5,1,5,5,2,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,246,5,4,4,3,4,4,4,4,4,5,4,5,0,0.0
satisfied,Loyal Customer,55,Business travel,Business,2251,3,3,3,3,4,5,5,5,5,3,5,4,33,25.0
satisfied,Loyal Customer,43,Business travel,Business,1394,4,4,4,5,5,3,3,4,3,3,3,5,20,0.0
dissatisfied,disloyal Customer,26,Business travel,Business,1417,3,3,4,1,1,1,3,4,4,4,3,1,0,0.0
satisfied,Loyal Customer,28,Personal Travel,Eco,1814,5,5,2,4,4,1,1,5,1,4,1,5,23,16.0
dissatisfied,disloyal Customer,23,Business travel,Eco,3343,1,1,2,1,4,4,2,4,5,4,4,4,0,0.0
dissatisfied,Loyal Customer,8,Business travel,Eco,2483,1,1,1,3,1,3,1,2,3,2,4,3,24,19.0
dissatisfied,Loyal Customer,45,Personal Travel,Eco,2233,4,3,3,3,3,5,3,3,1,3,3,3,246,239.0
dissatisfied,Loyal Customer,34,Personal Travel,Eco,1688,5,3,5,3,3,3,5,5,2,1,2,3,0,0.0
dissatisfied,Loyal Customer,46,Personal Travel,Eco,1467,1,3,4,1,1,1,3,5,4,3,3,1,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,1560,0,5,3,5,5,5,3,4,5,4,5,5,0,0.0
dissatisfied,Loyal Customer,34,Personal Travel,Eco Plus,2117,5,1,1,5,5,5,4,3,5,4,4,5,3,2.0
satisfied,Loyal Customer,11,Personal Travel,Eco,1857,5,5,5,4,4,4,4,4,4,4,4,4,0,0.0
satisfied,Loyal Customer,72,Business travel,Business,2683,1,2,1,3,5,4,4,4,5,3,4,5,4,0.0
dissatisfied,disloyal Customer,42,Business travel,Business,2920,3,3,3,3,3,4,3,4,5,3,4,3,131,125.0
dissatisfied,Loyal Customer,9,Personal Travel,Eco Plus,3583,2,1,4,1,2,3,4,3,3,2,4,2,36,6.0
satisfied,Loyal Customer,45,Business travel,Business,4533,1,1,1,5,5,4,5,4,4,5,5,5,142,124.0
satisfied,disloyal Customer,52,Business travel,Business,1901,4,4,3,3,3,3,4,5,5,4,4,3,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,3413,5,5,5,4,5,3,3,3,3,4,3,3,0,0.0
dissatisfied,Loyal Customer,27,Business travel,Eco,2559,4,4,4,2,2,2,4,4,3,3,4,2,0,0.0
dissatisfied,Loyal Customer,66,Personal Travel,Eco,1206,4,3,5,2,2,2,4,2,4,4,4,2,10,33.0
dissatisfied,Loyal Customer,25,Business travel,Eco Plus,2646,3,3,3,1,1,1,1,5,3,3,4,1,0,0.0
satisfied,Loyal Customer,39,Personal Travel,Eco,1150,3,3,3,4,5,4,4,4,4,3,4,5,37,17.0
dissatisfied,Loyal Customer,41,Personal Travel,Business,902,3,1,2,3,3,5,5,1,5,4,5,4,0,0.0
satisfied,disloyal Customer,61,Business travel,Business,2131,2,2,2,5,5,5,4,2,4,3,4,5,119,109.0
dissatisfied,Loyal Customer,62,Personal Travel,Eco,1777,4,3,5,5,5,5,4,4,3,5,3,5,0,0.0
dissatisfied,Loyal Customer,56,Business travel,Eco,343,3,3,3,5,3,2,2,2,2,4,2,3,0,0.0
dissatisfied,Loyal Customer,27,Business travel,Eco Plus,2588,4,4,4,2,2,2,1,1,4,4,3,2,3,17.0
dissatisfied,Loyal Customer,31,Business travel,Business,4225,4,4,4,2,2,2,3,4,4,4,4,2,0,3.0
dissatisfied,disloyal Customer,22,Business travel,Eco,2539,1,1,3,2,1,2,3,5,4,4,4,2,0,0.0
dissatisfied,Loyal Customer,36,Personal Travel,Eco,1822,3,4,3,4,4,4,3,4,4,1,3,4,0,0.0
dissatisfied,Loyal Customer,47,Personal Travel,Eco,1431,1,2,4,2,2,2,4,4,3,3,3,2,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,2782,3,3,3,3,4,4,4,4,4,5,4,4,38,50.0
dissatisfied,disloyal Customer,17,Business travel,Eco,2177,4,1,3,1,1,4,4,3,3,1,4,1,163,179.0
dissatisfied,Loyal Customer,66,Personal Travel,Eco,1732,5,3,3,1,1,1,4,5,5,5,4,1,3,54.0
dissatisfied,Loyal Customer,57,Personal Travel,Eco Plus,1756,4,1,3,3,3,3,3,4,4,3,4,3,0,0.0
satisfied,Loyal Customer,36,Business travel,Business,1246,2,2,2,3,1,5,5,5,5,4,5,3,31,15.0
satisfied,Loyal Customer,46,Personal Travel,Eco Plus,216,4,5,4,5,4,4,4,5,4,5,4,4,2,0.0
dissatisfied,Loyal Customer,29,Personal Travel,Eco,2003,2,2,3,5,5,5,3,5,3,4,3,5,13,1.0
satisfied,disloyal Customer,26,Business travel,Business,2896,4,4,4,4,4,4,3,5,3,4,5,4,0,0.0
satisfied,Loyal Customer,64,Personal Travel,Eco,249,3,3,3,3,5,4,4,4,4,3,4,3,2,0.0
dissatisfied,Loyal Customer,24,Business travel,Business,1851,4,4,4,3,3,3,4,5,4,3,4,3,44,30.0
satisfied,Loyal Customer,57,Personal Travel,Eco,566,2,2,2,5,5,5,1,5,1,5,5,5,8,0.0
satisfied,Loyal Customer,35,Business travel,Eco,1374,3,3,3,4,4,4,5,1,2,3,4,4,0,3.0
dissatisfied,Loyal Customer,61,Personal Travel,Business,710,4,4,1,3,4,1,1,4,2,4,1,3,2,0.0
dissatisfied,Loyal Customer,66,Personal Travel,Eco,1380,4,2,1,1,1,1,5,4,4,4,5,1,0,0.0
satisfied,Loyal Customer,44,Business travel,Business,420,1,1,1,5,4,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,31,Business travel,Business,4381,5,5,5,5,4,5,3,1,1,5,4,5,23,13.0
dissatisfied,Loyal Customer,20,Personal Travel,Eco,2382,1,3,4,5,5,5,2,5,3,1,3,5,3,5.0
dissatisfied,Loyal Customer,25,Business travel,Eco,2529,4,4,4,2,1,2,1,1,4,2,3,2,10,15.0
satisfied,Loyal Customer,51,Business travel,Business,1771,2,2,2,3,4,2,2,2,2,4,2,5,14,0.0
dissatisfied,Loyal Customer,48,Business travel,Business,230,4,5,5,2,4,3,3,2,3,3,3,1,9,3.0
satisfied,Loyal Customer,16,Personal Travel,Eco,2003,2,2,2,3,3,3,4,3,3,4,4,3,5,7.0
satisfied,Loyal Customer,46,Business travel,Eco,1261,5,4,4,3,4,5,5,5,5,2,5,3,18,11.0
dissatisfied,disloyal Customer,23,Business travel,Eco,2374,3,3,4,2,2,2,4,5,3,4,3,2,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,1445,5,4,1,3,3,3,4,3,5,3,4,3,46,42.0
satisfied,Loyal Customer,7,Personal Travel,Business,2736,4,4,4,5,5,5,5,5,5,2,5,5,8,0.0
dissatisfied,disloyal Customer,85,Business travel,Business,2865,2,2,4,2,3,2,3,4,4,3,3,3,0,0.0
dissatisfied,Loyal Customer,36,Business travel,Business,5270,5,5,5,4,4,2,4,3,2,4,1,4,170,149.0
satisfied,Loyal Customer,47,Business travel,Business,2177,4,4,4,2,4,4,4,4,4,4,4,5,5,0.0
dissatisfied,Loyal Customer,36,Personal Travel,Eco,3877,4,3,4,5,5,5,4,5,3,1,4,5,0,0.0
satisfied,Loyal Customer,41,Business travel,Eco,2000,5,5,5,4,4,4,1,5,1,5,1,4,78,69.0
dissatisfied,disloyal Customer,27,Business travel,Eco,1742,4,4,4,2,2,2,1,1,4,2,3,2,6,18.0
satisfied,Loyal Customer,56,Business travel,Business,462,5,5,5,2,4,4,4,4,4,5,4,3,81,71.0
satisfied,Loyal Customer,41,Business travel,Business,855,5,5,5,1,1,4,4,4,4,5,4,4,0,1.0
dissatisfied,disloyal Customer,38,Business travel,Eco,1810,2,2,4,5,2,5,1,2,3,3,4,5,46,41.0
satisfied,disloyal Customer,26,Business travel,Eco,1502,0,0,1,1,1,1,2,5,4,5,5,1,0,0.0
satisfied,Loyal Customer,47,Personal Travel,Eco,589,4,4,4,4,4,4,3,4,4,2,5,4,0,0.0
satisfied,Loyal Customer,67,Personal Travel,Eco,555,1,1,1,5,4,5,5,5,5,3,5,5,86,68.0
dissatisfied,disloyal Customer,23,Business travel,Eco,1169,2,2,4,4,4,4,2,3,3,4,3,4,15,23.0
satisfied,Loyal Customer,47,Business travel,Business,1815,5,5,5,4,4,4,4,4,4,5,4,4,2,0.0
satisfied,Loyal Customer,39,Business travel,Business,2198,2,2,2,2,5,5,5,5,5,3,5,4,21,5.0
satisfied,Loyal Customer,54,Personal Travel,Eco,1175,3,3,3,4,4,4,5,5,4,3,5,4,46,15.0
satisfied,disloyal Customer,20,Business travel,Eco,2963,4,4,5,5,5,5,5,5,4,4,4,5,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,1970,4,4,4,2,4,4,4,4,4,4,4,3,0,0.0
dissatisfied,Loyal Customer,61,Personal Travel,Eco,1423,3,2,2,5,5,5,2,2,2,2,2,5,21,8.0
satisfied,Loyal Customer,53,Business travel,Business,482,4,4,4,5,5,4,4,4,4,4,4,3,0,0.0
dissatisfied,Loyal Customer,32,Personal Travel,Eco,2372,5,2,3,3,1,3,4,4,4,4,5,3,6,0.0
satisfied,Loyal Customer,47,Business travel,Business,706,2,2,2,4,4,5,5,5,5,3,5,4,37,41.0
satisfied,Loyal Customer,41,Business travel,Business,776,1,1,1,4,4,4,4,4,4,4,4,4,27,11.0
satisfied,Loyal Customer,59,Business travel,Business,2160,4,4,4,4,5,4,4,5,4,4,4,4,0,0.0
satisfied,Loyal Customer,46,Business travel,Eco Plus,1508,2,4,2,4,4,4,3,5,1,4,1,4,0,0.0
satisfied,Loyal Customer,56,Personal Travel,Eco Plus,1440,4,4,4,1,5,4,4,4,4,1,4,2,0,3.0
satisfied,Loyal Customer,60,Business travel,Business,1595,5,4,5,3,4,4,4,5,4,5,4,5,0,0.0
satisfied,Loyal Customer,38,Business travel,Eco Plus,1386,2,1,2,4,4,4,2,1,1,5,2,4,0,3.0
satisfied,Loyal Customer,40,Personal Travel,Eco,3122,4,4,1,4,4,4,3,4,4,4,5,4,0,4.0
dissatisfied,disloyal Customer,46,Business travel,Eco,1742,5,1,4,3,3,3,4,4,5,3,5,3,0,0.0
dissatisfied,Loyal Customer,30,Business travel,Business,3522,5,5,5,1,1,2,2,3,4,1,3,1,47,41.0
satisfied,Loyal Customer,47,Business travel,Business,3758,2,2,2,1,2,4,4,4,4,3,4,3,0,0.0
dissatisfied,disloyal Customer,24,Business travel,Eco,1909,3,3,3,5,5,5,1,3,3,3,4,5,0,9.0
dissatisfied,disloyal Customer,37,Business travel,Eco,2187,1,1,4,4,4,4,3,4,4,4,3,4,16,9.0
satisfied,Loyal Customer,63,Business travel,Business,451,2,2,2,5,5,4,4,5,4,3,4,4,15,8.0
satisfied,Loyal Customer,21,Personal Travel,Eco,1751,5,5,5,2,4,5,5,5,5,4,5,5,16,26.0
dissatisfied,disloyal Customer,50,Business travel,Business,2205,4,4,3,1,1,1,1,5,4,1,4,1,0,0.0
dissatisfied,disloyal Customer,38,Business travel,Eco,1450,4,3,3,2,2,2,4,2,3,3,3,2,42,22.0
dissatisfied,Loyal Customer,18,Personal Travel,Business,1988,4,3,3,3,3,3,5,3,4,4,4,3,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,1875,2,2,2,5,5,4,4,4,4,3,4,2,4,0.0
dissatisfied,disloyal Customer,49,Business travel,Eco Plus,1788,3,3,4,2,1,2,1,3,3,2,3,2,22,18.0
satisfied,Loyal Customer,50,Business travel,Business,2498,3,3,3,5,5,5,5,5,5,4,5,3,0,0.0
dissatisfied,disloyal Customer,24,Business travel,Eco,2205,2,2,4,4,4,4,4,2,4,3,4,4,13,8.0
dissatisfied,disloyal Customer,15,Business travel,Eco,1805,2,2,4,4,3,4,3,3,3,1,4,4,3,8.0
satisfied,Loyal Customer,33,Business travel,Business,2849,3,3,3,3,5,4,4,4,4,4,4,4,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,269,0,0,2,4,5,4,4,4,4,3,4,3,0,0.0
dissatisfied,Loyal Customer,50,Personal Travel,Business,1300,4,2,3,2,4,4,4,2,4,4,4,4,7,8.0
satisfied,Loyal Customer,55,Business travel,Business,2745,2,2,2,3,5,4,4,4,4,5,4,5,0,
satisfied,Loyal Customer,37,Business travel,Business,364,5,5,5,2,2,5,5,5,5,3,5,1,0,0.0
dissatisfied,Loyal Customer,38,Personal Travel,Eco,3469,3,2,5,1,1,1,4,3,4,3,5,1,32,0.0
dissatisfied,Loyal Customer,34,Personal Travel,Eco,2090,5,4,1,4,4,4,4,4,4,4,5,4,33,34.0
dissatisfied,Loyal Customer,49,Business travel,Eco Plus,1202,1,1,1,1,1,1,4,1,3,1,3,1,106,112.0
satisfied,Loyal Customer,26,Business travel,Business,3321,2,2,2,5,5,5,5,4,4,3,4,5,2,0.0
satisfied,Loyal Customer,23,Personal Travel,Eco,1842,5,5,5,5,4,5,5,5,5,4,5,5,13,0.0
dissatisfied,Loyal Customer,26,Personal Travel,Eco,2145,3,4,4,4,3,4,4,2,3,2,3,4,0,0.0
dissatisfied,disloyal Customer,26,Business travel,Eco,1694,4,3,3,4,4,4,2,3,3,4,3,4,0,0.0
dissatisfied,Loyal Customer,49,Personal Travel,Eco,1926,5,2,4,4,4,4,4,1,2,4,1,4,0,0.0
satisfied,Loyal Customer,37,Business travel,Business,3798,4,4,4,1,3,4,4,4,3,5,4,3,0,0.0
dissatisfied,Loyal Customer,12,Personal Travel,Eco,3570,5,2,3,2,2,2,1,4,3,3,4,2,1,0.0
satisfied,Loyal Customer,45,Personal Travel,Eco,493,4,4,4,2,3,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,2112,3,3,3,3,4,5,5,5,4,4,5,4,0,12.0
dissatisfied,Loyal Customer,38,Personal Travel,Eco,2272,0,4,4,5,5,5,5,3,4,3,5,5,9,57.0
satisfied,Loyal Customer,59,Business travel,Business,248,2,2,2,3,4,4,4,4,5,4,4,4,0,0.0
dissatisfied,Loyal Customer,42,Personal Travel,Eco,1994,5,3,5,3,3,3,4,2,4,5,4,3,0,39.0
dissatisfied,Loyal Customer,11,Personal Travel,Eco,1133,2,1,2,3,3,3,3,2,3,1,2,3,0,0.0
satisfied,Loyal Customer,62,Business travel,Eco Plus,2271,1,1,1,4,4,4,1,5,2,2,3,4,5,0.0
satisfied,Loyal Customer,36,Business travel,Business,3259,3,3,3,5,5,5,5,5,5,4,5,5,0,0.0
dissatisfied,Loyal Customer,12,Personal Travel,Eco,1193,1,3,4,5,1,5,4,5,3,3,4,5,0,0.0
dissatisfied,Loyal Customer,36,Business travel,Business,1644,1,1,1,2,3,2,2,1,2,1,2,4,0,0.0
dissatisfied,disloyal Customer,77,Business travel,Business,277,1,1,3,4,4,2,2,2,2,2,2,2,0,5.0
satisfied,Loyal Customer,59,Business travel,Business,3118,2,2,2,2,4,4,4,4,4,5,4,3,4,13.0
dissatisfied,disloyal Customer,40,Business travel,Business,1775,2,2,4,3,3,3,2,5,3,2,4,3,0,0.0
dissatisfied,disloyal Customer,36,Business travel,Business,2902,3,3,2,1,1,1,3,3,4,5,5,1,0,0.0
satisfied,Loyal Customer,35,Business travel,Eco,1523,5,5,5,5,5,5,5,4,5,2,4,5,41,38.0
dissatisfied,Loyal Customer,24,Business travel,Eco,3366,5,5,5,2,2,2,3,5,2,1,3,2,97,83.0
dissatisfied,Loyal Customer,33,Business travel,Business,2170,2,2,2,2,3,2,2,2,2,2,2,1,0,11.0
satisfied,Loyal Customer,44,Personal Travel,Eco Plus,2680,3,0,2,1,1,1,5,5,1,2,1,1,7,0.0
dissatisfied,disloyal Customer,37,Business travel,Eco,1207,0,2,3,4,4,4,3,4,5,2,2,4,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,2556,2,2,2,5,4,4,4,4,4,4,4,4,0,1.0
satisfied,disloyal Customer,24,Business travel,Business,1532,5,5,2,4,4,4,3,2,4,3,5,4,0,0.0
dissatisfied,Loyal Customer,55,Personal Travel,Eco,2337,4,2,3,3,3,3,4,3,4,3,5,3,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,237,1,1,1,5,5,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,35,Business travel,Business,3977,5,5,5,2,2,5,5,5,3,1,5,1,0,6.0
satisfied,Loyal Customer,58,Business travel,Business,1627,5,5,5,4,4,4,4,4,4,5,4,5,29,34.0
dissatisfied,Loyal Customer,23,Personal Travel,Eco,2524,4,1,4,1,1,1,2,2,3,4,4,1,11,7.0
dissatisfied,Loyal Customer,37,Personal Travel,Eco Plus,1311,4,1,3,5,5,5,5,4,5,5,5,5,19,23.0
satisfied,Loyal Customer,39,Business travel,Business,307,2,2,2,3,5,4,4,4,4,3,4,4,46,56.0
dissatisfied,disloyal Customer,26,Business travel,Business,2487,2,2,2,1,1,1,3,3,5,5,4,1,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,5652,3,3,3,5,5,5,4,5,4,5,5,5,202,207.0
satisfied,Loyal Customer,40,Business travel,Business,2191,4,4,4,3,4,4,4,4,4,5,4,3,0,4.0
